315.1	338	360.9	383.4	406.2	
314.7	337.5	360.4	382.9	405.8	
315.3	338	360.9	383.4	406.2	
315.1	337.9	360.9	383.4	406.3	
315	337.8	360.6	383.2	406	
315.3	338.1	361	383.5	406.4	
315.3	338.1	361.1	383.6	406.4	
314.7	337.6	360.4	383	405.8	
314.7	337.6	360.4	383	405.9	
314.8	337.6	360.5	383.1	405.9	
315	337.8	360.6	383.2	406	
314.7	337.6	360.5	383	405.9	
315.3	338.2	361.1	383.6	406.4	
315.3	338.1	361	383.5	406.4	
315.5	338.3	361.2	383.7	406.5	
315.3	338	360.9	383.4	406.2	
314.6	337.5	360.3	382.9	405.7	
314.8	337.6	360.5	383	405.9	
315.1	338	360.8	383.2	406.1	
315.3	338.1	361	383.5	406.3	
314.6	337.4	360.2	382.9	405.7	
313.7	336.6	359.4	382.1	404.9	
314.3	337.2	360	382.7	405.4	
315.3	338	360.8	383.5	406.3	
314.9	337.8	360.5	383.2	405.9	
314.4	337.3	360	382.6	405.3	
314.7	337.6	360.3	383	405.8	
314.6	337.4	360.2	382.9	405.6	
314.9	337.7	360.4	383.2	405.9	
314.2	337	359.9	382.6	405.3	
314.6	337.5	360.2	382.9	405.6	
314.8	337.6	360.4	383.1	405.8	
314.4	337.2	359.9	382.7	405.4	
314.7	337.5	360.2	382.9	405.7	
314	336.7	359.5	382.4	405.1	
315.1	337.9	360.6	383.3	406	
314.7	337.5	360.3	383	405.7	
314.8	337.7	360.4	383	405.7	
314.6	337.4	360.2	382.8	405.6	
314.8	337.6	360.4	383.1	405.9	
314.7	337.5	360.2	382.9	405.7	
315	337.8	360.6	383.3	406.1	
314.8	337.7	360.4	383	405.7	
315.1	337.8	360.6	383.4	406.1	
314.6	337.4	360.2	382.9	405.7	
314.5	337.3	360	382.7	405.4	
314.7	337.5	360.3	382.9	405.7	
314.9	337.7	360.4	383.1	405.8	
314.4	337.1	360	382.7	405.4	
314.8	337.6	360.4	383.1	405.8	
313.7	336.4	359.2	381.7	404.5	
314.3	337.2	360	382.7	405.4	
314.8	337.6	360.3	383.1	405.8	
315.1	337.9	360.6	383.3	406.1	
314.3	337.2	359.9	382.7	405.4	
314	336.8	359.6	382.3	404.9	
314	336.7	359.4	382.3	405.1	
314.4	337.3	360	382.7	405.5	
315.1	337.8	360.6	383.3	406	
314.5	337.2	360	382.7	405.5	
314.6	337.4	360.2	382.9	405.5	
314.1	336.9	359.7	382.4	405.1	
314.8	337.6	360.4	383.1	405.8	
314.3	337.1	359.8	382.5	405.3	
314.4	337.3	360	382.7	405.5	
314.3	337.1	359.9	382.6	405.3	
315.1	338	360.8	383.4	406.1	
314.3	337	359.8	382.5	405.2	
314.4	337.2	360	382.7	405.4	
314.4	337.3	360	382.7	405.5	
313.8	336.6	359.4	382	404.7	
314.8	337.6	360.3	383.1	405.8	
314.8	337.7	360.5	383.1	405.8	
314.7	337.5	360.3	383	405.7	
314.8	337.6	360.4	383.1	405.8	
314.8	337.7	360.5	383.2	405.9	
314.5	337.3	360.1	382.8	405.6	
315.1	337.9	360.5	383.2	405.9	
314.9	337.8	360.6	383.2	406	
314.5	337.3	360.1	382.8	405.4	
314.7	337.5	360.3	383	405.7	
314.9	337.7	360.5	383.2	405.9	
314.8	337.6	360.4	383.1	405.8	
314.8	337.6	360.3	383	405.7	
314.9	337.7	360.4	383.2	406	
314.7	337.5	360.3	383.1	405.8	
314.5	337.3	360.1	382.9	405.6	
314.6	337.4	360.2	382.9	405.7	
314.5	337.4	360.1	382.9	405.5	
314.4	337.2	359.9	382.7	405.4	
314.6	337.4	360.2	382.9	405.6	
314.7	337.4	360.2	382.9	405.6	
314.5	337.2	360	382.7	405.4	
314.1	336.9	359.6	382.2	405	
314.2	337	359.8	382.6	405.4	
314.9	337.6	360.4	383.1	405.9	
315	337.8	360.6	383.3	405.9	
314.1	336.9	359.7	382.3	405.1	
314.5	337.3	360.1	382.8	405.6	
314.2	337.1	359.8	382.6	405.3	
