5000	1	0.001	0.001	0	0.15	0.15	0.978024	0.877246	0.909278
5000	1	0.001	0.001	0.05	0.15	0.15	0.989911	0.982104	0.983483
5000	1	0.001	0.001	0.1	0.15	0.15	0.98994	0.982489	0.983735
5000	1	0.001	0.001	0.25	0.15	0.15	0.99	0.982452	0.983768
5000	1	0.001	0.001	0.15	0.15	0.15	0.989867	0.982451	0.983702
5000	1	0.001	0.001	0.3	0.15	0.15	0.99008	0.982639	0.983897
5000	1	0.001	0.001	0.2	0.15	0.15	0.990021	0.982575	0.983838
5000	1	0.001	0.001	0.35	0.15	0.15	0.990096	0.982705	0.98396
5000	1	0.001	0.001	0.4	0.15	0.15	0.990163	0.982554	0.983896
5000	1	0.001	0.001	0.45	0.15	0.15	0.990181	0.982659	0.983968
5000	1	0.001	0.001	0.5	0.15	0.15	0.990142	0.982583	0.983919
5000	1	0.001	0.001	0.55	0.15	0.15	0.99017	0.982367	0.983791
5000	1	0.001	0.001	0.6	0.15	0.15	0.99015	0.982225	0.983705
5000	1	0.001	0.001	0.65	0.15	0.15	0.990191	0.981765	0.983425
5000	1	0.001	0.001	0.7	0.15	0.15	0.99019	0.981565	0.983306
5000	1	0.001	0.001	0.75	0.15	0.15	0.990199	0.981005	0.98294
5000	1	0.001	0.001	0.8	0.15	0.15	0.990207	0.980452	0.982571
5000	1	0.001	0.001	0.85	0.15	0.15	0.990143	0.979502	0.981916
5000	1	0.001	0.001	0.9	0.15	0.15	0.990117	0.977658	0.980635
5000	1	0.001	0.001	0.95	0.15	0.15	0.990037	0.972509	0.976967
5000	1	0.001	0.001	1	0.15	0.15	0.989739	0.936992	0.953131
